numeral;form;homogenious_parts;pair_numerals;definiteness;adjectives;source
tri;anim;no;no;high;no;ruscorpora
tri;anim;no;no;high;no;ruscorpora
tri;anim;no;no;high;no;ruscorpora
tri;anim;no;no;high;no;ruscorpora
tri;anim;no;no;high;no;ruscorpora
tri;anim;yes_anim;no;high;no;ruscorpora
tri;anim;no;no;high;yes;ruscorpora
tri;anim;no;no;medium;yes;ruscorpora
tri;anim;no;yes;low;no;ruscorpora
tri;anim;no;no;high;yes;ruscorpora
tri;anim;no;no;high;no;ruscorpora
tri;anim;no;no;high;no;ruscorpora
tri;anim;no;no;high;no;ruscorpora
tri;anim;no;no;medium;no;ruscorpora
tri;anim;no;no;high;no;ruscorpora
tri;anim;no;no;high;no;ruscorpora
tri;anim;no;no;high;no;ruscorpora
tri;anim;no;no;high;no;ruscorpora
tri;anim;no;no;high;yes;ruscorpora
tri;anim;no;no;high;yes;ruscorpora
tri;anim;no;no;high;yes;ruscorpora
tri;anim;yes_anim;no;high;no;ruscorpora
tri;anim;no;no;high;yes;ruscorpora
tri;anim;no;no;high;yes;ruscorpora
tri;anim;no;no;high;yes;ruscorpora
tri;anim;no;no;high;yes;ruscorpora
chetyre;inanim;yes_anim;no;high;no;ruscorpora
chetyre;inanim;no;no;high;yes;ruscorpora
chetyre;inanim;no;no;high;no;ruscorpora
chetyre;inanim;yes_anim;no;high;no;ruscorpora
chetyre;inanim;no;no;medium;no;ruscorpora
chetyre;inanim;no;no;high;yes;ruscorpora
chetyre;inanim;yes_anim;no;high;no;ruscorpora
chetyre;inanim;yes_anim;no;high;no;ruscorpora
chetyre;inanim;no;no;high;no;ruscorpora
chetyre;inanim;no;no;medium;no;ruscorpora
chetyre;inanim;yes_inanim;no;high;no;ruscorpora
chetyre;inanim;no;no;high;no;ruscorpora
chetyre;inanim;no;no;high;no;ruscorpora
chetyre;inanim;yes_anim;no;high;no;ruscorpora
chetyre;anim;no;no;high;no;ruscorpora
chetyre;anim;yes_anim;no;high;no;ruscorpora
chetyre;anim;no;no;high;no;ruscorpora
chetyre;anim;yes_anim;no;high;yes;ruscorpora
chetyre;anim;yes_anim;no;high;no;ruscorpora
chetyre;anim;no;no;high;no;ruscorpora
chetyre;anim;no;no;high;no;ruscorpora
chetyre;anim;no;no;medium;no;ruscorpora
chetyre;anim;no;no;medium;no;ruscorpora
chetyre;anim;yes_anim;no;high;no;ruscorpora
chetyre;anim;no;no;high;no;ruscorpora
chetyre;anim;no;no;medium;no;ruscorpora
chetyre;anim;no;no;high;no;ruscorpora
chetyre;anim;no;no;high;no;ruscorpora
chetyre;anim;no;no;high;yes;ruscorpora
chetyre;anim;no;no;high;yes;ruscorpora
chetyre;anim;no;no;medium;yes;ruscorpora
chetyre;anim;no;no;high;no;ruscorpora
chetyre;anim;no;no;high;no;ruscorpora
chetyre;anim;yes_anim;no;high;yes;ruscorpora
chetyre;anim;no;no;high;yes;ruscorpora
chetyre;anim;no;no;medium;no;ruscorpora
chetyre;anim;yes_inanim;no;high;no;ruscorpora
chetyre;anim;no;no;high;yes;ruscorpora
chetyre;anim;no;no;high;no;ruscorpora
chetyre;anim;no;no;high;no;ruscorpora
chetyre;anim;no;no;high;no;ruscorpora
chetyre;anim;no;no;high;no;ruscorpora
chetyre;anim;no;no;medium;no;ruscorpora
chetyre;anim;no;no;medium;no;ruscorpora
chetyre;anim;no;no;high;no;ruscorpora
chetyre;anim;no;no;high;no;ruscorpora
chetyre;anim;no;no;high;no;ruscorpora
chetyre;anim;no;no;high;no;ruscorpora
chetyre;anim;no;no;high;no;ruscorpora
chetyre;anim;no;no;high;yes;ruscorpora
chetyre;anim;no;no;high;no;ruscorpora
chetyre;anim;no;no;high;yes;ruscorpora
chetyre;anim;no;no;medium;no;ruscorpora
chetyre;anim;no;no;medium;no;ruscorpora
chetyre;anim;no;no;medium;no;ruscorpora
chetyre;anim;no;no;high;no;ruscorpora
chetyre;anim;no;no;high;no;ruscorpora
chetyre;anim;no;no;high;no;ruscorpora
chetyre;anim;yes_inanim;no;medium;yes;ruscorpora
chetyre;anim;yes_anim;no;high;no;ruscorpora
chetyre;anim;no;no;high;no;ruscorpora
chetyre;anim;no;no;high;no;ruscorpora
chetyre;anim;no;no;high;no;ruscorpora
oba;anim;no;no;high;no;ruscorpora
oba;anim;no;no;high;no;ruscorpora
oba;anim;no;no;high;no;ruscorpora
oba;anim;yes_anim;no;high;no;ruscorpora
oba;anim;no;no;high;no;ruscorpora
oba;anim;no;no;high;no;ruscorpora
oba;anim;no;no;high;no;ruscorpora
oba;anim;no;no;high;no;ruscorpora
oba;anim;no;no;high;no;ruscorpora
oba;anim;no;no;high;no;ruscorpora
oba;anim;no;no;high;no;ruscorpora
oba;anim;no;no;high;no;ruscorpora
oba;anim;no;no;high;no;ruscorpora
oba;anim;no;no;high;no;ruscorpora
oba;anim;no;no;high;no;ruscorpora
oba;anim;no;no;high;no;ruscorpora
oba;anim;no;no;high;no;ruscorpora
oba;anim;no;no;high;no;ruscorpora
oba;anim;no;no;high;no;ruscorpora
dva;inanim;no;no;high;no;sketchengine
dva;inanim;no;no;high;no;sketchengine
dva;inanim;no;no;high;yes;sketchengine
dva;inanim;no;no;high;no;sketchengine
dva;inanim;no;no;high;yes;sketchengine
dva;inanim;no;no;high;no;sketchengine
dva;inanim;yes_anim;no;high;no;sketchengine
dva;inanim;no;no;high;yes;sketchengine
dva;inanim;no;no;high;no;sketchengine
dva;inanim;no;no;medium;no;sketchengine
dva;inanim;no;no;high;yes;sketchengine
dva;inanim;no;no;medium;no;sketchengine
dva;inanim;no;no;high;no;sketchengine
dva;inanim;no;no;high;no;sketchengine
dva;inanim;no;no;high;no;sketchengine
dva;inanim;yes_anim;no;high;no;sketchengine
dva;inanim;no;no;medium;yes;sketchengine
dva;inanim;no;no;high;no;sketchengine
dva;inanim;no;no;medium;no;sketchengine
dva;inanim;yes_anim;no;high;no;sketchengine
dva;inanim;yes_inanim;no;high;no;sketchengine
dva;inanim;no;no;high;no;sketchengine
dva;inanim;no;no;high;no;sketchengine
dva;inanim;no;no;medium;yes;sketchengine
dva;inanim;yes_inanim;no;medium;no;sketchengine
dva;inanim;no;no;high;no;sketchengine
dva;inanim;no;no;high;yes;sketchengine
dva;inanim;no;no;medium;no;sketchengine
dva;inanim;no;no;high;yes;sketchengine
dva;inanim;no;no;medium;yes;sketchengine
dva;inanim;no;no;medium;no;sketchengine
dva;inanim;no;no;medium;no;sketchengine
dva;inanim;no;no;medium;yes;sketchengine
dva;inanim;no;no;medium;no;sketchengine
dva;inanim;no;yes;low;no;sketchengine
dva;inanim;no;no;high;no;sketchengine
dva;inanim;no;no;medium;yes;sketchengine
dva;inanim;no;no;medium;no;sketchengine
dva;inanim;no;no;high;no;sketchengine
dva;inanim;no;no;medium;no;sketchengine
dva;inanim;yes_anim;no;medium;no;sketchengine
dva;inanim;no;no;medium;no;sketchengine
dva;inanim;yes_anim;no;high;no;sketchengine
dva;inanim;yes_anim;no;high;no;sketchengine
dva;inanim;no;no;high;no;sketchengine
dva;inanim;no;no;high;no;sketchengine
dva;inanim;yes_inanim;no;high;no;sketchengine
dva;inanim;yes_inanim;no;medium;no;sketchengine
dva;inanim;yes_inanim;no;high;no;sketchengine
dva;inanim;no;no;high;no;sketchengine
dva;inanim;no;no;high;yes;sketchengine
dva;inanim;yes_anim;no;medium;yes;sketchengine
dva;inanim;no;no;medium;no;sketchengine
dva;inanim;yes_inanim;no;high;no;sketchengine
dva;inanim;yes_anim;no;high;no;sketchengine
dva;inanim;no;no;high;no;sketchengine
dva;inanim;yes_anim;no;high;no;sketchengine
dva;inanim;no;no;high;no;sketchengine
dva;inanim;no;no;high;no;sketchengine
dva;inanim;no;no;high;no;sketchengine
dva;inanim;yes_inanim;no;high;no;sketchengine
dva;inanim;yes_anim;no;medium;no;sketchengine
dva;inanim;no;no;high;yes;sketchengine
dva;inanim;no;no;medium;yes;sketchengine
dva;inanim;yes_anim;no;high;no;sketchengine
dva;inanim;yes_inanim;no;high;no;sketchengine
dva;inanim;no;no;medium;no;sketchengine
dva;inanim;yes_anim;no;medium;no;sketchengine
dva;inanim;yes_anim;no;high;no;sketchengine
dva;inanim;no;yes;low;no;sketchengine
dva;inanim;no;yes;low;no;sketchengine
dva;inanim;no;yes;low;no;sketchengine
dva;inanim;no;yes;low;yes;sketchengine
dva;inanim;no;yes;low;no;sketchengine
dva;inanim;no;yes;low;no;sketchengine
dva;inanim;no;yes;low;no;sketchengine
dva;inanim;no;yes;low;no;sketchengine
dva;inanim;no;yes;low;no;sketchengine
dva;inanim;no;yes;low;no;sketchengine
dva;inanim;yes_inanim;yes;low;no;sketchengine
dva;inanim;no;yes;low;no;sketchengine
dva;inanim;no;yes;low;no;sketchengine
dva;inanim;no;yes;low;no;sketchengine
dva;inanim;no;yes;low;no;sketchengine
dva;inanim;no;yes;low;no;sketchengine
dva;inanim;no;yes;low;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;yes_anim;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;medium;yes;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;yes_anim;no;high;no;sketchengine
dva;anim;yes_anim;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;medium;yes;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;yes_anim;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;medium;yes;sketchengine
dva;anim;yes_anim;no;high;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;yes_anim;no;medium;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;yes_anim;no;medium;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;yes_anim;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;yes_anim;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;yes_anim;no;high;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;yes_anim;no;medium;yes;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;yes_anim;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;yes_anim;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;yes_anim;no;high;no;sketchengine
dva;anim;yes_anim;no;high;yes;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;yes_anim;no;high;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;yes_anim;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;yes_anim;no;high;yes;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;medium;yes;sketchengine
dva;anim;yes_inanim;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;yes_anim;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;yes_anim;no;medium;no;sketchengine
dva;anim;no;no;medium;yes;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;medium;yes;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;yes_anim;no;medium;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;yes_anim;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;yes_anim;no;medium;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;yes_inanim;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;yes_anim;no;high;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;medium;yes;sketchengine
dva;anim;yes_anim;no;high;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;yes_anim;no;medium;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;yes_anim;no;high;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;yes_anim;no;high;no;sketchengine
dva;anim;yes_anim;no;high;no;sketchengine
dva;anim;yes_anim;no;medium;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;yes_anim;no;high;yes;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;medium;yes;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;yes_anim;no;high;no;sketchengine
dva;anim;yes_anim;no;high;yes;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;medium;yes;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;medium;yes;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;yes;low;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;yes_anim;no;high;no;sketchengine
dva;anim;yes_inanim;no;medium;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;medium;yes;sketchengine
dva;anim;yes_anim;no;medium;no;sketchengine
dva;anim;yes_anim;no;medium;no;sketchengine
dva;anim;yes_inanim;no;high;no;sketchengine
dva;anim;no;no;medium;yes;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;yes_anim;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;yes_inanim;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;yes_inanim;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;yes_inanim;no;high;no;sketchengine
dva;anim;yes_anim;no;medium;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;yes_anim;no;medium;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;yes_anim;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;yes_anim;no;high;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;yes_anim;no;medium;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;yes_anim;no;high;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;yes_inanim;no;medium;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;medium;yes;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;medium;yes;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;yes_anim;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;yes_anim;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;yes_inanim;no;high;no;sketchengine
dva;anim;yes_anim;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;medium;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;no;no;high;yes;sketchengine
dva;anim;no;no;high;no;sketchengine
dva;anim;yes_inanim;yes;low;yes;sketchengine
dva;anim;no;yes;low;no;sketchengine
dva;anim;no;yes;low;no;sketchengine
dva;anim;no;yes;low;no;sketchengine
dva;anim;no;yes;low;yes;sketchengine
dva;anim;no;yes;low;no;sketchengine
dva;anim;no;yes;low;no;sketchengine
dva;anim;no;yes;low;no;sketchengine
dva;anim;no;yes;low;no;sketchengine
dva;anim;no;yes;low;no;sketchengine
dva;anim;no;yes;low;yes;sketchengine
dva;anim;no;yes;low;no;sketchengine
dva;anim;no;yes;low;no;sketchengine
dva;anim;no;yes;low;yes;sketchengine
dva;anim;no;yes;low;no;sketchengine
dva;anim;yes_anim;yes;low;no;sketchengine
dva;anim;no;yes;low;no;sketchengine
dva;anim;no;yes;low;no;sketchengine
dva;anim;no;yes;low;no;sketchengine
dva;anim;no;yes;low;yes;sketchengine
dva;anim;no;yes;low;no;sketchengine
tri;inanim;no;no;medium;no;sketchengine
tri;inanim;no;no;high;no;sketchengine
tri;inanim;no;no;high;no;sketchengine
tri;inanim;no;no;high;no;sketchengine
tri;inanim;no;no;medium;no;sketchengine
tri;inanim;no;no;high;no;sketchengine
tri;inanim;no;no;high;no;sketchengine
tri;inanim;no;no;medium;no;sketchengine
tri;inanim;yes_anim;no;medium;no;sketchengine
tri;inanim;no;no;medium;no;sketchengine
tri;inanim;yes_inanim;no;medium;no;sketchengine
tri;inanim;yes_inanim;no;medium;no;sketchengine
tri;inanim;no;no;medium;no;sketchengine
tri;inanim;no;no;medium;no;sketchengine
tri;inanim;no;no;high;no;sketchengine
tri;inanim;yes_inanim;no;high;yes;sketchengine
tri;inanim;yes_anim;no;medium;no;sketchengine
tri;inanim;no;no;medium;yes;sketchengine
tri;inanim;yes_inanim;no;high;no;sketchengine
tri;inanim;no;no;high;no;sketchengine
tri;inanim;no;no;high;no;sketchengine
tri;inanim;no;no;high;yes;sketchengine
tri;inanim;no;no;medium;no;sketchengine
tri;inanim;no;no;high;no;sketchengine
tri;inanim;no;no;high;no;sketchengine
